sequence_id,n_frames,n_frames2
1065573551,76,76
1065585247,28,28
106564566,27,27
1065654680,33,33
1065655019,6,6
1065696782,25,25
1065702655,31,31
1065755843,12,12
1065779527,12,12
1065848323,55,55
1065890777,148,148
1065924172,6,6
1065998601,9,9
1066052878,33,33
1066095597,18,18
1066095990,20,20
1066163023,13,13
1066198594,21,21
1066273440,22,22
1066290887,20,20
1066394568,16,16
1066452509,175,175
1066597013,17,17
1066604361,111,111
1066609483,38,38
106662315,35,35
106670025,20,20
106681485,16,16
106684670,31,31
1066918650,16,16
1066995939,18,18
1067001779,6,6
1067027066,15,15
1067059912,17,17
106714329,19,19
1067180357,6,6
1067185603,8,8
1067225885,24,24
1067343031,56,56
1067386161,76,76
1067395962,162,162
1067413610,35,35
1067431945,12,12
1067508758,11,11
1067536407,9,9
1067631606,6,6
1067633431,21,21
1067678478,8,8
1067740025,9,9
1067818725,24,24
1067825309,6,6
1067826961,42,42
1067863645,49,49
1067901365,9,9
1067974020,20,20
1068048611,63,63
1068125217,72,72
1068130811,34,34
1068154600,35,35
1068155419,6,6
1068226731,44,44
1068245191,24,24
1068317707,109,109
1068322729,56,56
1068361635,31,31
1068482648,22,22
1068507570,11,11
1068509721,23,23
1068543344,22,22
1068548690,40,40
1068564873,6,6
1068691477,14,14
1068703624,10,10
1068889013,21,21
106894493,19,19
10689771,25,25
1069039169,21,21
1069100112,10,10
1069122402,108,108
1069129576,52,52
1069134842,45,45
1069196779,6,6
1069270116,23,23
1069311286,15,15
1069338386,6,6
1069377196,6,6
106942114,248,248
1069519893,13,13
1069527862,12,12
106954310,88,88
1069552824,20,20
1069580844,20,20
1069675588,6,6
1069700608,20,20
1069739294,17,17
1069764847,19,19
1069876697,13,13
1069905419,4,4
1069925904,9,9
106999613,14,14
1070008895,11,11
1070057135,31,31
1070068482,13,13
1070102640,16,16
1070140074,37,37
1070142106,70,70
1070177439,68,68
1070255977,13,13
1070280622,55,55
1070286608,10,10
1070292814,12,12
1070322429,19,19
1070329776,28,28
1070339723,6,6
1070373279,8,8
107043089,8,8
1070450571,15,15
1070643840,15,15
1070644595,16,16
1070645326,6,6
1070658741,10,10
1070678322,10,10
1070740867,80,80
1070766617,33,33
107078216,27,27
1070877878,60,60
1070879495,23,23
1070889359,6,6
1070947923,21,21
107094913,6,6
1070952274,14,14
1070994502,72,72
1071057666,24,24
107106653,50,50
1071097561,26,26
107113677,27,27
1071190174,30,30
1071230515,30,30
1071296506,18,18
1071364049,25,25
1071427598,33,33
1071440291,8,8
1071445244,11,11
1071461492,6,6
1071461853,6,6
1071585890,17,17
1071601207,33,33
1071639328,17,17
1071644315,30,30
1071647371,43,43
1071702417,45,45
107176683,6,6
1071813606,13,13
107184334,6,6
1071958410,50,50
1072076887,171,171
1072140099,6,6
1072189108,26,26
1072234477,43,43
1072276202,6,6
1072358860,15,15
1072402457,76,76
1072512657,12,12
1072546097,39,39
1072617976,208,208
1072682010,156,156
1072685415,13,13
1072686856,23,23
1072835929,9,9
107287835,23,23
1072909017,9,9
1072914423,9,9
1072996425,127,127
1073002395,24,24
1073026998,13,13
1073109593,52,52
1073130412,51,51
107314829,11,11
1073170987,163,163
107319375,6,6
1073205869,42,42
1073208862,37,37
1073210547,14,14
1073234623,6,6
1073298351,24,24
107330383,28,28
1073312886,155,155
1073471850,6,6
107350544,57,57
1073572859,55,55
1073591792,30,30
1073640705,187,187
107365785,12,12
1073693766,20,20
1073695932,15,15
1073711454,31,31
107373806,130,130
1073741762,29,29
1073748215,12,12
1073760810,53,53
1073774783,72,72
1073776818,15,15
1073897367,80,80
1073904496,72,72
1073948988,53,53
1073971961,17,17
1074002398,23,23
1074055788,61,61
1074168794,25,25
1074199002,42,42
1074241197,15,15
1074257832,18,18
1074279505,15,15
1074320379,18,18
107436206,93,93
1074420500,10,10
1074468451,16,16
1074497096,7,7
1074575630,42,42
107464090,12,12
1074690449,11,11
1074735358,85,85
1074756737,6,6
1074781743,6,6
107478359,110,110
1074835115,19,19
1074838369,10,10
1074854817,28,28
1074855190,155,155
1074884013,6,6
1074941666,155,155
1074999907,23,23
1075028876,19,19
1075041114,18,18
1075042316,42,42
1075141210,175,175
1075161340,32,32
1075204620,16,16
1075240213,211,211
1075269220,23,23
1075296018,10,10
1075304000,6,6
1075330081,6,6
1075418398,14,14
1075507370,20,20
107555668,108,108
1075574670,35,35
1075628786,21,21
1075677711,48,48
1075688489,19,19
1075791451,14,14
1075825290,121,121
1075944735,11,11
1076019709,20,20
1076094322,6,6
1076129682,163,163
1076193957,6,6
1076214905,72,72
1076231109,23,23
1076331946,6,6
1076430365,63,63
107658538,17,17
107667156,22,22
1076693145,23,23
1076784034,20,20
1076792229,24,24
107683446,21,21
1076843852,101,101
1076928409,7,7
107696293,49,49
1076994537,128,128
1077100603,28,28
1077121183,6,6
1077145352,17,17
1077176245,23,23
1077178879,42,42
1077201783,15,15
1077206065,53,53
1077225946,7,7
1077239229,30,30
1077296297,44,44
1077336670,78,78
1077337120,17,17
1077415055,144,144
1077429985,6,6
1077441091,234,234
1077449329,15,15
1077508998,6,6
1077574866,7,7
1077617072,52,52
1077687544,7,7
107772177,22,22
1077730080,6,6
1077730934,11,11
1077751155,15,15
1077775575,11,11
1077777937,240,240
1077796449,12,12
1077828047,59,59
1077903105,29,29
1077905632,11,11
1077925379,76,76
1077942251,6,6
1077959773,7,7
1077983927,6,6
1078013974,21,21
1078022281,13,13
1078075343,6,6
1078076039,113,113
1078107616,8,8
1078150269,79,79
1078150780,6,6
1078282353,26,26
1078315930,63,63
1078433970,6,6
1078481644,191,191
1078526262,32,32
1078627603,267,267
1078636076,6,6
1078685878,180,180
1078691312,32,32
1078763132,16,16
1078864253,10,10
1078911869,54,54
1078936595,6,6
1078952571,23,23
1078977381,60,60
1079067687,9,9
1079079898,53,53
1079095506,15,15
1079165547,6,6
1079183421,6,6
1079201676,13,13
1079225508,11,11
1079256668,9,9
1079349263,20,20
1079378813,20,20
10794521,143,143
1079460377,62,62
1079497706,8,8
107953835,12,12
1079608979,32,32
107963605,6,6
1079649498,42,42
1079697301,15,15
1079744563,6,6
1079772394,53,53
107984197,9,9
1079852983,23,23
1079863226,6,6
1079866103,13,13
1079995561,26,26
1080013159,20,20
1080040622,6,6
1080072025,40,40
108015318,22,22
1080194929,22,22
1080233398,6,6
1080256084,21,21
1080275634,19,19
1080277908,14,14
108027841,15,15
1080289531,13,13
1080381987,224,224
1080419794,15,15
1080429720,10,10
1080440323,44,44
1080456693,127,127
1080509321,17,17
1080579142,54,54
1080605529,40,40
1080612416,48,48
1080677611,9,9
1080688705,32,32
1080692916,15,15
1080785183,40,40
1080788951,52,52
1080867296,15,15
1080879014,37,37
1080928740,10,10
1080977285,11,11
1080988496,46,46
1080995932,26,26
1081018754,8,8
1081027773,30,30
1081044460,37,37
1081106810,6,6
1081108837,19,19
108112932,11,11
1081134123,30,30
1081197797,100,100
1081221360,68,68
1081241773,6,6
1081248232,26,26
1081262092,6,6
1081263485,53,53
1081303013,15,15
108131489,113,113
1081381239,56,56
1081429317,9,9
1081438812,6,6
108149743,80,80
1081498422,89,89
108157078,16,16
1081597781,33,33
1081629397,152,152
1081631807,28,28
1081663,6,6
1081682156,31,31
1081692806,80,80
108173494,51,51
1081739558,45,45
1081751857,26,26
1081753602,133,133
1081829273,78,78
1081863238,56,56
1081919158,18,18
108194789,15,15
1081956093,6,6
1081999714,11,11
1082035519,43,43
1082122577,15,15
1082171652,9,9
1082257104,23,23
1082272117,16,16
1082351766,38,38
1082405706,79,79
1082453957,64,64
1082471626,31,31
1082473778,43,43
1082548136,107,107
1082585186,40,40
1082593511,26,26
1082697062,8,8
108278823,20,20
1082816780,44,44
1082835558,17,17
1082836094,36,36
1082837452,27,27
1082858289,10,10
108288675,30,30
1082888275,100,100
1082894587,71,71
1082963010,215,215
1083167887,13,13
1083202371,32,32
1083237907,95,95
1083279559,42,42
1083318753,11,11
1083325768,77,77
108335121,60,60
1083400459,121,121
1083422856,6,6
1083455821,72,72
1083470917,137,137
108349232,105,105
1083520521,6,6
10835526,23,23
1083587388,259,259
1083616683,38,38
1083628662,11,11
1083689698,11,11
108375391,54,54
1083762954,7,7
1083766428,6,6
1083811155,8,8
1083816707,16,16
1083987526,64,64
108406521,128,128
1084080500,16,16
1084118279,16,16
1084160332,102,102
1084169979,52,52
1084177722,17,17
1084184982,32,32
1084210296,43,43
1084215052,23,23
108424314,24,24
1084248714,27,27
1084531287,96,96
1084540612,52,52
1084602629,21,21
1084635414,21,21
1084647687,7,7
1084683519,31,31
1084727107,40,40
1084741937,12,12
1084764827,20,20
1084766073,14,14
1084783245,16,16
1084797512,22,22
1084861009,63,63
1084874701,146,146
1084934829,50,50
1084971590,58,58
1084996130,11,11
1085015514,85,85
1085030163,30,30
1085140757,84,84
1085168304,13,13
1085188705,18,18
1085200296,40,40
1085209233,13,13
1085256567,147,147
1085338539,34,34
1085402131,12,12
1085409613,16,16
108541306,13,13
1085520608,7,7
1085544042,16,16
1085547998,118,118
1085550257,154,154
1085768298,8,8
1085796830,222,222
108593571,261,261
1085941225,8,8
1085956234,6,6
1085969657,215,215
1085979698,6,6
1086016810,6,6
1086017602,19,19
1086021814,33,33
1086026686,12,12
1086031376,40,40
1086043158,153,153
1086084178,33,33
1086103587,40,40
1086132725,25,25
1086153248,39,39
1086162196,144,144
1086215970,38,38
108622206,6,6
1086238525,23,23
1086252642,52,52
1086322006,6,6
1086343757,112,112
1086424646,6,6
1086436224,10,10
1086443731,20,20
1086480640,10,10
1086498111,6,6
1086659423,18,18
1086696378,100,100
1086752305,54,54
1086761363,32,32
1086763076,77,77
1086800134,18,18
1086823064,113,113
1086832879,16,16
1086844353,24,24
1086896431,152,152
1086997024,305,305
108699917,42,42
1087009183,10,10
1087016901,25,25
1087120922,45,45
1087219923,6,6
1087246627,48,48
1087252675,41,41
1087324903,10,10
1087352422,28,28
1087409712,11,11
1087449601,203,203
1087463416,18,18
1087550935,32,32
1087612433,69,69
1087620530,26,26
1087641324,158,158
1087656829,17,17
1087675910,6,6
1087675974,2,2
1087774412,32,32
1087775815,22,22
108777973,16,16
1087792362,15,15
1087993039,22,22
1088100780,6,6
1088142898,13,13
1088192640,19,19
1088215763,19,19
1088292241,22,22
1088298107,16,16
1088350039,43,43
1088433406,9,9
1088461318,12,12
1088562582,88,88
1088580560,23,23
1088603521,6,6
1088641636,37,37
1088690332,33,33
1088772361,6,6
1088775365,15,15
1088857009,62,62
108887062,6,6
1088905737,19,19
108890751,34,34
1088993720,23,23
1089055516,32,32
1089058663,6,6
1089224387,11,11
1089236343,23,23
108924036,6,6
1089254635,9,9
1089372175,30,30
1089462639,11,11
1089498737,50,50
1089499651,6,6
1089538552,59,59
1089548583,6,6
1089628683,13,13
1089641205,16,16
1089662600,12,12
1089693013,190,190
1089706966,11,11
1089712704,10,10
1089724885,15,15
1089757495,13,13
1089760302,25,25
1089801363,24,24
108996184,33,33
1090015780,20,20
1090055168,6,6
1090097371,12,12
1090103400,6,6
1090137173,19,19
1090173250,23,23
1090372532,112,112
1090422876,29,29
1090446051,23,23
1090484098,21,21
1090485067,20,20
1090617650,137,137
1090658847,55,55
1090659205,41,41
1090684784,26,26
1090748346,10,10
1090784229,11,11
1090825646,14,14
1090854607,16,16
1090857023,28,28
1090885668,10,10
1090927257,30,30
1090938090,33,33
10910052,10,10
1091019114,23,23
1091020036,14,14
1091030333,120,120
1091034077,8,8
1091054226,80,80
1091065769,6,6
1091172914,134,134
1091174162,24,24
1091236242,6,6
1091297625,6,6
1091297814,14,14
1091312983,22,22
109145757,6,6
1091458779,17,17
1091459109,32,32
1091469113,21,21
1091541723,23,23
1091601725,17,17
10917138,9,9
1091735276,128,128
1091745205,17,17
1091758274,30,30
1091759576,28,28
1091823121,10,10
1091869603,6,6
1091903024,13,13
109190877,32,32
1091990802,12,12
109212389,57,57
1092145449,38,38
109217303,13,13
1092278525,83,83
1092291064,11,11
1092517638,72,72
109265590,51,51
1092731070,111,111
1092769639,12,12
1092785758,8,8
1092813073,20,20
109284324,27,27
1092857599,31,31
1092901352,6,6
1092958601,12,12
1093029088,6,6
1093044591,15,15
1093074391,19,19
1093087861,25,25
1093096795,12,12
1093191229,9,9
1093215218,165,165
1093331149,38,38
1093398165,34,34
1093404472,32,32
1093445028,22,22
109348994,6,6
1093513728,69,69
1093529162,13,13
1093545338,19,19
109356765,8,8
1093639265,67,67
1093672187,12,12
1093677439,28,28
1093679777,19,19
109368428,24,24
1093766885,92,92
109378174,13,13
1093809022,21,21
1093814375,23,23
1093815798,18,18
1093887588,7,7
10938921,25,25
1093930199,17,17
1093994764,79,79
1094062756,97,97
1094254149,9,9
1094304937,6,6
109433494,31,31
1094361575,8,8
1094388764,42,42
1094456680,6,6
1094482950,6,6
1094485462,56,56
1094543884,15,15
1094557535,18,18
1094617286,44,44
1094624660,38,38
109463063,6,6
1094732715,16,16
1094828042,15,15
109483575,6,6
1094890386,32,32
1094916381,9,9
1094930434,171,171
1094942948,6,6
1094960057,7,7
1095001057,71,71
1095014281,15,15
1095071338,166,166
1095095972,14,14
1095117113,22,22
1095133532,25,25
1095139728,6,6
1095158158,72,72
1095165927,111,111
1095244993,86,86
1095286528,20,20
1095390941,33,33
1095527528,41,41
1095608565,12,12
1095623019,12,12
1095625288,27,27
1095682171,28,28
109573934,25,25
1095868790,10,10
1095874002,8,8
1095895742,74,74
1095899823,8,8
1095981976,12,12
1096089187,97,97
1096108186,64,64
1096126710,17,17
1096142812,12,12
10961564,16,16
1096235038,7,7
1096235365,218,218
1096256012,48,48
1096272399,32,32
1096338344,68,68
1096350084,22,22
1096354224,81,81
1096416175,22,22
1096501461,41,41
1096526889,103,103
1096573145,15,15
1096578387,31,31
1096613160,16,16
1096632391,25,25
1096666027,23,23
109667200,21,21
109668646,6,6
1096693048,13,13
1096725717,18,18
1096777095,6,6
1096795696,37,37
1096801513,6,6
1096819606,11,11
1096822428,90,90
1096845915,16,16
1096882690,133,133
1096964393,6,6
1097047099,39,39
1097092521,39,39
1097115630,74,74
1097122325,6,6
1097160614,24,24
1097228269,217,217
1097260394,14,14
1097300515,148,148
109740896,60,60
109744148,23,23
1097525666,36,36
109754954,173,173
109755000,16,16
1097550986,10,10
1097606079,12,12
1097610306,12,12
1097628644,6,6
109766449,21,21
1097667387,24,24
1097719196,45,45
1097731981,23,23
1097821902,174,174
1097905248,13,13
1097957568,41,41
1097997004,20,20
1098011604,30,30
1098038383,189,189
1098103595,31,31
1098158740,18,18
1098175348,6,6
1098221456,13,13
1098234177,20,20
1098379579,18,18
1098385105,18,18
109838802,27,27
1098414548,21,21
1098416402,18,18
1098425344,18,18
1098453409,25,25
1098454596,6,6
1098470278,14,14
1098483489,23,23
1098517370,42,42
1098536111,11,11
1098569548,27,27
1098628482,60,60
1098673980,56,56
109867936,12,12
1098760881,7,7
1098792158,26,26
1098806097,86,86
1098874952,25,25
1098875502,87,87
1098924734,50,50
1098945673,71,71
1098964426,19,19
1099015243,34,34
1099146994,12,12
1099178312,60,60
1099215246,181,181
1099225156,12,12
1099336112,49,49
1099362580,31,31
1099370557,42,42
1099439992,44,44
1099551425,77,77
1099558841,14,14
1099615874,6,6
1099625988,19,19
1099670198,15,15
1099687591,6,6
1099734169,67,67
1099771366,6,6
1099787837,20,20
1099793223,6,6
1099832534,17,17
109987207,205,205
1099926768,64,64
1099988541,13,13
1099991706,7,7
1100017326,16,16
1100098866,9,9
1100103459,83,83
1100168442,26,26
110017707,22,22
1100186192,45,45
1100208226,15,15
1100336033,12,12
1100339138,17,17
110037663,152,152
1100392846,57,57
1100428753,47,47
1100480580,7,7
110048627,25,25
1100487971,53,53
1100516207,59,59
1100517673,18,18
1100523816,124,124
1100525527,18,18
1100557817,28,28
1100563093,17,17
1100574591,117,117
1100588901,18,18
1100610610,29,29
1100658154,37,37
110066131,6,6
1100842910,42,42
1100847804,87,87
1100969279,15,15
1101027621,28,28
1101065589,30,30
1101070078,68,68
1101072712,7,7
1101163118,7,7
1101192954,121,121
1101193076,11,11
1101214532,55,55
1101393548,16,16
1101396460,60,60
1101405492,81,81
1101447108,20,20
1101551667,11,11
1101574475,19,19
1101617962,7,7
110164758,120,120
1101762513,30,30
1101904670,61,61
1101926850,38,38
1101934272,19,19
1101991801,13,13
1102009220,12,12
1102062445,12,12
1102082810,17,17
1102084872,16,16
1102088473,6,6
110210308,43,43
1102139560,12,12
1102212482,40,40
1102216275,103,103
1102222254,37,37
110228568,75,75
1102328409,11,11
1102379912,7,7
1102425278,9,9
110249298,6,6
1102523335,6,6
1102667857,19,19
1102676329,56,56
1102682180,13,13
1102733603,11,11
1102865008,36,36
1102883310,11,11
1102923852,6,6
1102961836,14,14
1103000874,23,23
110300733,40,40
1103023638,6,6
1103030790,43,43
1103110586,25,25
1103139168,10,10
1103250422,16,16
110342456,98,98
1103425253,135,135
110347780,139,139
1103517857,24,24
1103557338,10,10
1103626,34,34
1103639856,34,34
1103730505,7,7
1103762497,6,6
1103798561,40,40
110382734,94,94
110393363,52,52
1103967438,86,86
1103989570,8,8
1104000518,6,6
1104005516,6,6
1104021766,96,96
1104093294,18,18
1104114347,6,6
110412853,160,160
1104159264,20,20
110418644,21,21
1104203359,6,6
1104222459,6,6
1104260951,74,74
1104271845,8,8
1104303943,24,24
1104351882,34,34
1104507932,23,23
1104608979,4,4
110471287,11,11
1104741469,124,124
110474936,21,21
110477635,6,6
1104784661,15,15
1104816510,227,227
1104822191,13,13
1104933038,46,46
1104951521,6,6
1105047114,52,52
1105086581,24,24
1105087767,21,21
1105183447,28,28
1105184045,79,79
1105222378,25,25
1105222567,21,21
1105253066,11,11
1105260620,39,39
1105443156,10,10
1105566079,6,6
110559469,37,37
1105627154,34,34
1105676228,6,6
110567855,6,6
1105715380,39,39
1105728856,29,29
110575243,33,33
110575963,48,48
1105829772,52,52
1105855976,15,15
110614994,18,18
1106183711,177,177
1106188738,74,74
1106215210,63,63
1106245624,47,47
1106259605,6,6
1106274537,37,37
1106383053,117,117
1106458510,150,150
1106500355,6,6
1106516506,65,65
1106530490,8,8
1106541900,14,14
1106549040,113,113
1106557257,19,19
1106598067,123,123
1106605768,10,10
1106611626,35,35
1106630088,22,22
1106718322,32,32
110677842,21,21
1106810763,14,14
1106828211,27,27
1106875566,65,65
1106897383,43,43
1106898500,10,10
1106942268,26,26
1106979178,10,10
1107025850,39,39
1107026514,60,60
1107033951,24,24
1107044248,16,16
1107074392,37,37
1107090244,16,16
110716083,21,21
1107185813,13,13
1107233560,19,19
1107252976,46,46
110726699,25,25
1107387701,18,18
1107428783,9,9
1107444182,6,6
1107447551,19,19
1107500088,15,15
1107522386,218,218
1107589633,16,16
1107646242,10,10
1107807244,6,6
110784051,44,44
1107851571,47,47
1107914979,41,41
1107974658,27,27
1107999650,193,193
1108007362,20,20
1108072422,28,28
110810204,18,18
110811729,17,17
1108126600,25,25
1108255205,46,46
1108281853,15,15
1108283182,26,26
1108300062,11,11
1108365738,17,17
1108389879,17,17
110841130,22,22
1108461208,11,11
1108495384,6,6
1108565868,12,12
1108601431,7,7
1108646295,16,16
1108696711,57,57
1108748652,21,21
1108905137,17,17
1109096183,54,54
1109179463,96,96
1109215069,16,16
1109310729,20,20
1109332845,6,6
1109391156,68,68
1109409077,23,23
1109410315,13,13
1109431495,169,169
1109479272,23,23
1109497753,8,8
1109569707,28,28
1109593785,23,23
1109655168,40,40
1109686568,6,6
1109687283,50,50
1109794057,6,6
1109818251,12,12
1109883570,17,17
1109897468,6,6
1110102301,112,112
1110168755,26,26
1110193648,207,207
1110225521,330,330
1110265949,22,22
1110310696,17,17
1110312872,116,116
111039972,25,25
1110413030,32,32
1110419507,64,64
1110571861,6,6
1110571884,105,105
1110599706,14,14
